"","Country.Name","SI.POV.NAHC_2000","SI.DST.FRST.20_2000","SP.DYN.LE00.IN_2000","SE.ENR.PRSC.FM.ZS_2000","NY.GDP.MKTP.CD_2000","NY.GDP.MKTP.KD.ZG_2000","NY.GDP.PCAP.CD_2000","FP.CPI.TOTL.ZG_2000","SI.POV.NAHC_2001","SI.DST.FRST.20_2001","SP.DYN.LE00.IN_2001","SE.ENR.PRSC.FM.ZS_2001","NY.GDP.MKTP.CD_2001","NY.GDP.MKTP.KD.ZG_2001","NY.GDP.PCAP.CD_2001","FP.CPI.TOTL.ZG_2001","SI.POV.NAHC_2002","SI.DST.FRST.20_2002","SP.DYN.LE00.IN_2002","SE.ENR.PRSC.FM.ZS_2002","NY.GDP.MKTP.CD_2002","NY.GDP.MKTP.KD.ZG_2002","NY.GDP.PCAP.CD_2002","FP.CPI.TOTL.ZG_2002","SI.POV.NAHC_2003","SI.DST.FRST.20_2003","SP.DYN.LE00.IN_2003","SE.ENR.PRSC.FM.ZS_2003","NY.GDP.MKTP.CD_2003","NY.GDP.MKTP.KD.ZG_2003","NY.GDP.PCAP.CD_2003","FP.CPI.TOTL.ZG_2003","SI.POV.NAHC_2004","SI.DST.FRST.20_2004","SP.DYN.LE00.IN_2004","SE.ENR.PRSC.FM.ZS_2004","NY.GDP.MKTP.CD_2004","NY.GDP.MKTP.KD.ZG_2004","NY.GDP.PCAP.CD_2004","FP.CPI.TOTL.ZG_2004","SI.POV.NAHC_2005","SI.DST.FRST.20_2005","SP.DYN.LE00.IN_2005","SE.ENR.PRSC.FM.ZS_2005","NY.GDP.MKTP.CD_2005","NY.GDP.MKTP.KD.ZG_2005","NY.GDP.PCAP.CD_2005","FP.CPI.TOTL.ZG_2005","SI.POV.NAHC_2006","SI.DST.FRST.20_2006","SP.DYN.LE00.IN_2006","SE.ENR.PRSC.FM.ZS_2006","NY.GDP.MKTP.CD_2006","NY.GDP.MKTP.KD.ZG_2006","NY.GDP.PCAP.CD_2006","FP.CPI.TOTL.ZG_2006","SI.POV.NAHC_2007","SI.DST.FRST.20_2007","SP.DYN.LE00.IN_2007","SE.ENR.PRSC.FM.ZS_2007","NY.GDP.MKTP.CD_2007","NY.GDP.MKTP.KD.ZG_2007","NY.GDP.PCAP.CD_2007","FP.CPI.TOTL.ZG_2007","SI.POV.NAHC_2008","SI.DST.FRST.20_2008","SP.DYN.LE00.IN_2008","SE.ENR.PRSC.FM.ZS_2008","NY.GDP.MKTP.CD_2008","NY.GDP.MKTP.KD.ZG_2008","NY.GDP.PCAP.CD_2008","FP.CPI.TOTL.ZG_2008","SI.POV.NAHC_2009","SI.DST.FRST.20_2009","SP.DYN.LE00.IN_2009","SE.ENR.PRSC.FM.ZS_2009","NY.GDP.MKTP.CD_2009","NY.GDP.MKTP.KD.ZG_2009","NY.GDP.PCAP.CD_2009","FP.CPI.TOTL.ZG_2009","SI.POV.NAHC_2010","SI.DST.FRST.20_2010","SP.DYN.LE00.IN_2010","SE.ENR.PRSC.FM.ZS_2010","NY.GDP.MKTP.CD_2010","NY.GDP.MKTP.KD.ZG_2010","NY.GDP.PCAP.CD_2010","FP.CPI.TOTL.ZG_2010","SI.POV.NAHC_2011","SI.DST.FRST.20_2011","SP.DYN.LE00.IN_2011","SE.ENR.PRSC.FM.ZS_2011","NY.GDP.MKTP.CD_2011","NY.GDP.MKTP.KD.ZG_2011","NY.GDP.PCAP.CD_2011","FP.CPI.TOTL.ZG_2011","SI.POV.NAHC_2012","SI.DST.FRST.20_2012","SP.DYN.LE00.IN_2012","SE.ENR.PRSC.FM.ZS_2012","NY.GDP.MKTP.CD_2012","NY.GDP.MKTP.KD.ZG_2012","NY.GDP.PCAP.CD_2012","FP.CPI.TOTL.ZG_2012","SI.POV.NAHC_2013","SI.DST.FRST.20_2013","SP.DYN.LE00.IN_2013","SE.ENR.PRSC.FM.ZS_2013","NY.GDP.MKTP.CD_2013","NY.GDP.MKTP.KD.ZG_2013","NY.GDP.PCAP.CD_2013","FP.CPI.TOTL.ZG_2013","SI.POV.NAHC_2014","SI.DST.FRST.20_2014","SP.DYN.LE00.IN_2014","SE.ENR.PRSC.FM.ZS_2014","NY.GDP.MKTP.CD_2014","NY.GDP.MKTP.KD.ZG_2014","NY.GDP.PCAP.CD_2014","FP.CPI.TOTL.ZG_2014","SI.POV.NAHC_2015","SI.DST.FRST.20_2015","SP.DYN.LE00.IN_2015","SE.ENR.PRSC.FM.ZS_2015","NY.GDP.MKTP.CD_2015","NY.GDP.MKTP.KD.ZG_2015","NY.GDP.PCAP.CD_2015","FP.CPI.TOTL.ZG_2015"
"11","Australia",NA,NA,79.23414634,NA,4.15223e+11,3.933136945,21679.24784,4.457435148,NA,7.4,79.63414634,NA,3.78376e+11,1.930857592,19490.86111,4.407135362,NA,NA,79.93658537,NA,3.94649e+11,4.001404062,20082.48327,2.981574539,NA,7.4,80.23902439,NA,4.66488e+11,2.985934322,23447.031,2.732595966,NA,7.7,80.4902439,NA,6.1249e+11,4.055451968,30430.67644,2.343255225,NA,NA,80.84146341,NA,6.93408e+11,3.204269793,33999.24286,2.691831683,NA,NA,81.04146341,NA,7.46054e+11,2.794537024,36044.92281,3.555287737,NA,NA,81.29268293,NA,8.531e+11,3.844230316,40960.05449,2.327611289,NA,7.2,81.39512195,NA,1.054e+12,3.657953526,49601.65671,4.35029855,NA,NA,81.54390244,NA,9.27805e+11,1.93699392,42772.35917,1.771117166,NA,7.3,81.69512195,NA,1.14614e+12,2.067417128,52022.1256,2.918340027,NA,NA,81.89512195,NA,1.39665e+12,2.462756312,62517.83375,3.303850156,NA,NA,82.04634146,NA,1.54615e+12,3.918162871,68012.1479,1.762780156,NA,NA,82.14878049,NA,1.57618e+12,2.584897702,68150.10704,2.449888641,NA,7.4,82.3,NA,1.46748e+12,2.533114665,62510.79117,2.487922705,NA,NA,82.4,0.925260007,1.35169e+12,2.192647426,56755.72171,1.508366722
"12","Austria",NA,8.6,78.12682927,0.969690025,1.968e+11,3.375722147,24564.45829,2.344864555,NA,NA,78.57560976,0.969579995,1.97338e+11,1.267168189,24537.51426,2.649999223,NA,NA,78.67804878,0.964429975,2.13378e+11,1.651553922,26401.74546,1.810359539,13,8.5,78.63170732,0.963419974,2.61696e+11,0.941470921,32222.89724,1.355556733,12.6,8.5,79.1804878,0.963039994,3.00904e+11,2.735120222,36821.52147,2.06120354,12.6,8.8,79.33170732,0.966250002,3.15974e+11,2.244065325,38403.13388,2.299138822,12,8.6,79.8804878,0.969860017,3.35999e+11,3.454041836,40635.28182,1.441546962,15.2,8,80.1804878,0.968810022,3.88691e+11,3.727415301,46855.77175,2.168555998,14.5,8,80.43170732,0.965600014,4.30294e+11,1.460423676,51708.76575,3.21595023,14.7,7.7,80.33170732,0.965240002,4.00172e+11,-3.764578178,47963.1794,0.50630835,14.5,8,80.5804878,0.968720019,3.91893e+11,1.837093677,46858.04327,1.81353628,14.4,7.8,80.98292683,0.970080018,4.3112e+11,2.922797284,51374.95841,3.286581974,14.4,7.8,80.93658537,0.971570015,4.09425e+11,0.680445577,48567.69529,2.485673529,14.1,8.1,81.13658537,0.972970009,4.30069e+11,0.025504712,50716.70871,2.000158912,13.9,8,81.4902439,0.97232002,4.41996e+11,0.661272849,51717.49594,1.605804145,14.1,7.9,81.1902439,0.972829998,3.81818e+11,1.014501586,44178.04738,0.896565316
"13","Azerbaijan",NA,NA,66.763,NA,5272617196,11.0999995,655.0974326,1.805003037,49.6,7.4,67.054,NA,5707720391,9.90000013,703.6838434,1.547195902,NA,10.9,67.391,NA,6235856820,9.438916342,763.080638,2.77116472,NA,10.2,67.791,NA,7276013032,10.20830001,883.6439965,2.23386493,NA,10.7,68.249,NA,8680370408,9.253801326,1045.009379,6.708930428,NA,10.8,68.747,NA,13245716099,27.96153807,1578.40239,9.679507319,NA,NA,69.259,NA,20982986344,34.46620936,2473.081819,8.328924829,15.8,NA,69.752,NA,33050343783,25.46321591,3851.437869,16.66125777,13.2,NA,70.201,NA,48852482960,10.59143729,5574.603802,20.8372929,10.9,NA,70.597,NA,44291490421,9.369074777,4950.294791,1.463159974,9.1,NA,70.938,NA,52902703376,4.789242792,5842.805784,5.73238743,7.6,NA,71.234,NA,65951627200,-1.572997621,7189.691229,7.852383768,6,NA,71.506,NA,69683935845,2.202939023,7496.294648,1.068103014,NA,NA,71.768,NA,74164435946,5.843415762,7875.756953,2.418869884,NA,NA,72.022,NA,75244294275,2.797585434,7891.313147,1.389726358,NA,NA,72.266,NA,53074370486,1.049546368,5500.310382,4.009438267
"14","Bahamas, The",NA,NA,71.914,NA,8076470000,4.149234046,27097.61081,1.606329417,NA,NA,71.954,NA,8317830000,2.625159596,27486.23677,2.044989775,NA,NA,71.977,1.016109943,8881160000,2.704670969,28866.80101,2.173577925,NA,NA,71.986,NA,8870090000,-1.264526295,28327.27087,3.025045263,NA,NA,71.988,0.981630027,9055290000,0.882740185,28395.92466,0.981914037,NA,NA,71.987,0.979839981,9836200000,3.395260082,30278.36692,1.591606181,NA,NA,71.988,0.980809987,10167250000,2.516853933,30713.70528,2.389826274,NA,NA,71.998,0.991360009,10618340000,1.446733889,31472.09897,2.492577949,NA,NA,72.022,0.986320019,1.0526e+10,-2.323507236,30627.23863,4.489559954,NA,NA,72.067,1.001889944,9981960000,-4.175805556,28552.19048,2.062734735,NA,NA,72.144,1.009899974,10095760000,1.538385972,28443.40766,1.344027384,NA,NA,72.263,0.999520004,10070450000,0.613384158,28006.37972,3.198781417,NA,NA,72.424,1.011860013,10720500000,3.08668686,29485.62093,1.97336756,NA,NA,72.62,1.010849953,10568400000,-2.678979525,28783.55412,1.034670351,NA,NA,72.847,1.001039982,11111600000,1.054316467,29980.06114,47.77596254,NA,NA,73.088,0.989350021,11710800000,0.230478124,31295.06208,-30.24316023
"15","Bahrain",NA,NA,74.44,1.029690027,9062898936,5.300070056,13636.39623,-0.704852953,NA,NA,74.635,1.05332005,8976196809,2.490948108,12868.26916,-1.207571802,NA,NA,74.822,1.065840006,9593510638,3.348550668,13049.80322,-0.495540139,NA,NA,74.999,1.071040034,11074813830,6.296441979,14222.0368,1.593625498,NA,NA,75.167,1.06941998,13150159574,6.980960594,15846.54414,2.352941176,NA,NA,75.326,1.069129944,15968723404,6.768997871,17959.25544,2.586206897,NA,NA,75.478,1.07209003,18504760638,6.467000122,19307.60966,2.007469655,NA,NA,75.625,NA,2.173e+10,8.293960448,20976.54353,3.256666667,NA,NA,75.77,NA,25710904255,6.245010775,23066.53376,3.526003164,NA,NA,75.913,NA,22938218085,2.539885936,19355.90467,2.795512836,NA,NA,76.057,NA,25713271277,4.334299173,20722.13729,1.961884683,NA,NA,76.2,0.998660028,28776595745,1.983515012,22514.23795,-0.401486989,NA,NA,76.342,1.013329983,30749308511,3.72810843,23654.35139,2.758286056,NA,NA,76.484,1.014459968,32539468085,5.41683981,24744.29696,3.301006139,NA,NA,76.624,1.009189963,33387712766,4.350390853,24989.40012,2.646291465,NA,NA,76.762,1.002130032,31050638298,2.485378558,22634.11865,1.839519875
"16","Bangladesh",48.9,8.6,65.447,NA,53369787319,5.293294718,418.0689683,2.208256209,NA,NA,65.956,NA,53991289844,5.077287776,415.0344266,2.007173742,NA,NA,66.43,NA,54724081491,3.83312394,413.0802546,3.332564933,NA,NA,66.886,NA,60158929188,4.739567399,446.3106592,5.668707734,NA,NA,67.331,NA,65108544250,5.23953291,475.2919198,7.587536385,40,8.8,67.773,1.05332005,69442943089,6.535944941,499.4619402,7.046618162,NA,NA,68.213,1.055780053,71819083684,6.671904981,509.6401429,6.765261171,NA,NA,68.648,1.064299941,79611888213,7.058599357,558.0518603,9.106984969,NA,NA,69.072,1.085389972,91631278239,6.013789759,634.9870565,8.901944895,NA,NA,69.485,1.059589982,1.02478e+11,5.045124794,702.26441,5.423472362,31.5,8.9,69.881,1.085950017,1.15279e+11,5.571788188,781.1535936,8.126676392,NA,NA,70.256,NA,1.28638e+11,6.464379123,861.7584443,11.39516516,NA,NA,70.606,NA,1.33356e+11,6.521458781,883.1050005,6.217504221,NA,NA,70.93,NA,1.4999e+11,6.013605658,981.8398792,7.530406409,NA,NA,71.231,NA,1.72885e+11,6.061059359,1118.853663,6.991638892,NA,NA,71.514,NA,1.95079e+11,6.552639879,1248.453398,6.19428023
"17","Barbados",NA,NA,77.162,1.006950021,3059500000,4.447189623,11268.25406,2.435813035,NA,NA,77.362,0.99533999,3054500000,-2.365464222,11209.17431,2.577834904,NA,NA,77.534,0.995400012,3106500000,0.787401575,11361.43367,0.125249458,NA,NA,77.682,0.994340003,3209500000,2.175480769,11699.45576,1.619433198,NA,NA,77.808,0.992079973,3444500000,1.411598635,12512.53251,1.394422311,NA,NA,77.915,0.993229985,3819500000,3.955457604,13822.59168,6.082187295,NA,NA,78.009,1.000219941,4217500000,5.90270029,15199.45797,7.307662628,NA,NA,78.097,1.009359956,4.674e+09,2.202086187,16770.72121,4.034229829,NA,NA,78.184,1.011919975,4.785e+09,0.701030928,17092.58214,8.108108108,NA,NA,78.272,1.01086998,4465500000,-5.077805078,15885.57971,3.643861893,NA,NA,78.364,1.010689974,4.53e+09,-2.28645384,16056.37098,5.824218533,NA,NA,78.456,1.018000007,4657500000,-0.673289183,16458.35321,9.432202402,NA,NA,78.547,NA,4.61e+09,-0.455606178,16249.55939,4.533347539,NA,NA,78.633,NA,4.677e+09,-1.406563965,16451.16358,1.81410436,NA,NA,78.717,1.016250014,4696500000,-0.124547101,16489.07224,1.769503221,NA,NA,78.801,1.013700008,4.715e+09,2.448701961,16525.07325,-1.112789925
"18","Belarus",41.9,7.9,68.91219512,NA,12736856828,5.80000344,1276.288034,168.6202359,28.9,8.2,68.50731707,NA,12354820144,4.725305994,1244.373185,61.13493316,30.5,8.3,68.05609756,NA,14594249023,5.04526748,1479.314583,42.53754813,27.1,8.6,68.55365854,NA,17827791321,7.043192559,1819.766059,28.39783991,17.8,9.4,68.95609756,NA,23144351852,11.44974311,2378.623286,18.10824249,12.7,8.9,68.85121951,NA,30207567317,9.400001524,3125.810535,10.33887945,11.1,8.8,69.40487805,NA,36954312354,9.999994812,3847.434124,6.997129035,7.7,8.6,70.20731707,NA,45277399814,8.600006536,4735.657608,8.426752735,6.1,9,70.45609756,0.977240026,60763483146,10.19999944,6377.369732,14.83787648,5.4,9.1,70.40731707,0.97645998,50874078052,0.19999531,5351.355382,12.94565634,5.2,8.8,70.40487805,0.977400005,57222490769,7.798266823,6029.3968,7.735748043,7.3,9.1,70.55365854,0.977490008,61757788945,5.37870745,6519.230195,53.22869831,6.3,9.5,71.96585366,0.97657001,65685102555,1.687135536,6940.159254,59.21973602,5.5,9.5,72.47073171,0.984350026,75527984234,1.003470841,7978.872615,18.31226104,4.8,9.3,72.97073171,0.988839984,78813839984,1.726384854,8318.51269,18.11955435,5.1,9.7,73.62439024,0.991069973,56454734397,-3.829570558,5949.106307,13.53448976
"19","Belgium",NA,8.4,77.72195122,1.057279944,2.36205e+11,3.716679384,23041.53473,2.544517762,NA,NA,77.97317073,1.063420057,2.36541e+11,1.099618888,22995.15752,2.469258231,NA,NA,78.07560976,1.068310022,2.57158e+11,1.706884585,24887.56133,1.645214362,14.3,8.5,78.12926829,1.057520032,3.17382e+11,1.037982549,30587.66841,1.588964,14.8,8.4,78.87804878,1.056550026,3.68537e+11,3.571204343,35364.37533,2.097283112,14.7,8.7,78.9804878,1.069919944,3.85571e+11,2.321737054,36795.97688,2.781432637,15.2,8.7,79.3804878,1.074749947,4.07918e+11,2.552349944,38672.70594,1.791207701,14.7,8.6,79.78292683,1.079810023,4.70324e+11,3.676881136,44262.896,1.8230563,14.6,8.7,79.6804878,1.087859988,5.15224e+11,0.446928735,48106.89292,4.489444205,14.6,8.5,80.03414634,1.089609981,4.81346e+11,-2.020743062,44583.54481,-0.053145674,15.3,8.6,80.18292683,1.083389997,4.80952e+11,2.864292708,44141.87814,2.189299204,15.3,8.6,80.58536585,1.081900001,5.22646e+11,1.694513899,47348.52502,3.532082107,15.1,8.7,80.38536585,1.082520008,4.96181e+11,0.739217283,44673.11588,2.839663434,15.5,8.6,80.58780488,1.082190037,5.21643e+11,0.459242193,46744.66254,1.11309594,14.9,8.6,81.28780488,1.079849958,5.34678e+11,1.578533143,47700.54036,0.340002833,15.5,8.6,80.99268293,1.080549955,4.6215e+11,2.041459009,40991.80814,0.561429153
"20","Belize",NA,NA,68.847,0.984929979,832050000,13.0195599,3364.332936,NA,NA,NA,69.04,0.990159988,868350000,4.687218316,3404.453017,NA,NA,NA,69.272,NA,925050000,4.729923655,3525.638583,NA,NA,NA,69.511,0.997969985,983500000,9.334064127,3650.366521,NA,NA,NA,69.749,1.003250003,1051350000,4.787447363,3802.295808,NA,NA,NA,69.998,0.983900011,1102050000,1.951872937,3883.192389,NA,NA,NA,70.286,0.994379997,1210150000,4.819107503,4153.894738,NA,NA,NA,70.636,1.006839991,1271600000,0.510341123,4252.48725,NA,NA,NA,71.059,0.999750018,1351350000,3.487439872,4404.330836,NA,NA,NA,71.541,1.000800014,1317300000,0.219496449,4186.489965,NA,NA,NA,72.057,1.004420042,1377200000,3.001803659,4270.864345,NA,NA,NA,72.57,0.997409999,1460800000,1.922034605,4423.489797,NA,NA,NA,73.044,0.990230024,1522900000,2.413482778,4505.621302,NA,NA,NA,73.452,0.989560008,1579400000,1.30212494,4568.502958,NA,NA,NA,73.782,0.990170002,1662800000,3.635359987,4705.60269,NA,NA,NA,74.034,0.982169986,1723800000,2.849642368,4775.955648,NA
"21","Benin",NA,NA,55.391,0.633329988,3511248900,5.857714205,511.400227,4.165404423,NA,NA,55.668,0.646290004,3663017700,5.333135706,517.6142296,3.984295478,NA,NA,56.025,0.661450028,4174634520,4.643030871,572.2287954,2.489162355,NA,7,56.436,0.673150003,5337266688,3.443576776,709.6905332,1.487242461,NA,NA,56.887,0.694509983,6179176459,4.429684554,797.31268,0.873890831,NA,NA,57.355,NA,6565043460,1.713164564,822.4578309,5.364520858,37.5,NA,57.817,NA,7027863025,3.943738828,855.2940392,3.782176965,33,NA,58.255,NA,8158257572,5.986349322,964.926944,1.298068133,NA,NA,58.654,NA,9748276762,4.896577084,1120.888273,7.947298761,NA,NA,59.009,NA,9699586794,2.319292139,1084.3939,0.896072356,35.2,NA,59.318,NA,9535344283,2.114064726,1036.533952,2.207835325,36.2,6.1,59.59,0.809689999,10693321954,2.963752919,1130.273132,2.704239077,NA,NA,59.842,NA,11141358945,4.811223316,1145.140811,6.744682533,NA,NA,60.092,0.834890008,12517845732,7.191433721,1251.210518,0.428888889,NA,NA,60.345,0.847899973,13284528654,6.357679098,1291.409808,-0.548757551,40.1,3.2,60.608,0.859269977,11388160958,1.77815106,1076.797716,0.218785924
"22","Bermuda",NA,NA,77.88536585,NA,3480219000,9.317156443,56284.16865,NA,NA,NA,77.88536585,1.039139986,3680483000,7.222436009,58883.95943,NA,NA,NA,78.08780488,1.061550021,3937228000,-1.477790375,62583.1002,NA,NA,NA,78.33414634,1.080979943,4186525000,3.410706204,66111.72523,NA,NA,NA,78.48536585,1.111610055,4484703000,2.321266476,70359.31911,NA,NA,NA,78.68536585,1.090129972,4868136000,1.674207149,75882.03386,NA,NA,NA,78.88780488,1.082610011,6.144e+09,5.543865928,95221.85887,NA,NA,NA,78.93414634,NA,6.767e+09,3.345139709,104287.3875,NA,NA,NA,79.23658537,NA,6.98e+09,-1.865955826,106935.4863,NA,NA,NA,79.38843902,NA,6.656e+09,-5.626697711,101407.764,NA,NA,NA,79.28853659,NA,6634526000,-2.502878289,101875.2841,NA,NA,NA,81.15268293,1.073340058,6312691000,-3.742744317,97774.16207,NA,NA,NA,81.67780488,1.060559988,6378188000,-5.305299107,98431.86518,NA,NA,NA,80.57243902,1.066409945,6465756000,-0.279708545,99471.6389,NA,NA,NA,80.79731707,1.053040028,6413988000,-3.701067594,98467.68399,NA,NA,NA,81.01219512,1.048499942,6654541000,0.7755297,102005.6256,NA
"23","Bhutan",NA,NA,60.884,0.857159972,424464089.9,6.933023862,718.1878307,4.01099373,NA,NA,61.808,0.881630003,461444513.7,8.348954483,764.4366074,3.410404624,NA,NA,62.728,NA,520849551.5,10.99228184,845.5102798,2.483430488,NA,6.5,63.624,NA,604041957.9,7.823302361,962.0969037,1.566152408,NA,NA,64.483,NA,682523857,6.008742236,1068.421776,-18.10863013,NA,NA,65.289,0.960030019,796938120.2,7.287249352,1228.441824,5.311513063,NA,NA,66.031,0.976939976,874989895.6,6.999738095,1330.965297,5.00045438,23.2,6.7,66.709,0.984350026,1168308517,18.36085406,1757.182567,5.156111388,NA,NA,67.325,0.999170005,1227808791,4.799460612,1828.149233,8.327160494,NA,NA,67.882,1.020990014,1234014292,6.748333748,1819.213401,4.361122191,NA,NA,68.384,1.029000044,1547991318,11.945896,2258.183141,7.036383161,NA,NA,68.84,1.032220006,1777101317,7.982617041,2563.257527,8.848985699,12,6.7,69.263,1.037469983,1781281282,5.118400858,2538.9459,10.91965694,NA,NA,69.662,1.038370013,1756215665,2.119972633,2472.714309,7.006666667,NA,NA,70.046,1.04076004,1907090813,5.77649568,2652.214589,8.271060939,NA,NA,70.419,1.035249949,2003598213,6.642232105,2752.664208,4.548143951
"24","Bolivia",66.4,1.1,62.452,0.965309978,8397912509,2.507807553,997.5824599,4.608229989,63.1,1.9,63.054,0.967830002,8141537938,1.683800939,948.8712066,1.589653779,63.3,1.7,63.64,0.970149994,7905485216,2.485564847,904.2266273,0.928258852,NA,NA,64.21,0.973890007,8082364868,2.711340707,907.5371101,3.337274997,63.1,3.1,64.766,0.97706002,8773451739,4.173294318,967.406992,4.437380801,59.6,2,65.312,0.981779993,9549077869,4.421434767,1034.31124,5.393231069,59.9,2.3,65.853,0.986079991,11451869165,4.797009171,1218.874459,4.282396048,60.1,2.9,66.395,0.989629984,13120183157,4.564382752,1372.628225,8.705609236,57.3,3.2,66.937,0.990760028,16674324634,6.148497195,1715.208922,14.00681077,51.3,3.2,67.476,0.992380023,17339992165,3.357001259,1754.211061,3.346454201,NA,NA,68.007,0.994979978,19649631314,4.126721957,1955.461544,2.503276058,45.1,3.8,68.521,0.997250021,23963033431,5.204092308,2346.337155,9.884464198,43.3,3.4,69.01,0.991159976,27084497483,5.122275767,2609.880814,4.515602914,38.9,3.6,69.468,0.986109972,30659338880,6.796011241,2908.200095,5.736400237,39.1,3.8,69.891,0.983799994,32996188013,5.460569676,3081.878823,5.766600746,38.6,3.9,70.277,0.982349992,33000198248,4.857187232,3035.972214,4.059610411
"25","Bosnia and Herzegovina",NA,NA,74.403,NA,5505887894,5.500000506,1467.776477,NA,NA,8.8,74.637,NA,5748993411,4.39999928,1530.814816,NA,NA,NA,74.803,NA,6651106833,5.300000633,1769.199828,NA,NA,NA,74.941,NA,8369878823,3.999999711,2224.745864,NA,NA,7.4,75.068,NA,10596205714,6.099966798,2814.999895,NA,NA,NA,75.198,NA,11222953519,8.759256846,2980.602109,NA,NA,NA,75.342,NA,12864610994,5.414003571,3416.510596,6.125566156,18.2,7.5,75.498,NA,15778767670,5.859118402,4193.373652,1.500777106,NA,NA,75.665,NA,19112739664,5.441846789,5090.932345,7.427043103,NA,NA,75.844,NA,17613836210,-3.00445593,4714.702495,-0.381464282,NA,NA,76.031,NA,17176781337,0.86566926,4635.517779,1.996212367,17.9,7.5,76.219,NA,18644723861,0.959511247,5092.551943,3.67125,NA,NA,76.401,NA,17226849297,-0.821836474,4778.636088,2.05267452,NA,NA,76.569,NA,18178503835,2.349856663,5131.394506,-0.093045684,NA,NA,76.723,NA,18558343508,1.153851092,5329.635045,-0.897194054,16.9,NA,76.865,NA,16211541820,3.089164152,4727.277712,-1.036023034
"26","Botswana",NA,NA,50.629,1.018190026,5788329609,1.987695854,3522.308678,8.601485149,NA,NA,50.281,1.012609959,5489608300,0.250573867,3278.00825,6.55903767,30.6,2.3,50.232,1.010769963,5438857107,6.069530868,3190.615453,8.032796625,NA,NA,50.518,1.010720015,7511582173,4.625894792,4330.9449,9.189902656,NA,NA,51.15,1.003489971,8957467707,2.705821737,5073.53765,6.945703637,NA,NA,52.13,1.000910044,9918907108,4.556645657,5513.327998,8.610225285,NA,NA,53.435,1.005169988,10137883299,8.363871069,5521.999631,11.55521879,NA,NA,54.983,1.003569961,10939053365,8.276763793,5832.733942,7.080998472,NA,NA,56.679,1.015820026,10945070442,6.245437363,5713.534983,12.70218839,19.3,2.8,58.447,NA,10267133178,-7.652310203,5255.768461,8.027297031,NA,NA,60.211,NA,12786654498,8.563630792,6434.815724,6.948876587,NA,NA,61.91,NA,15351972361,6.048361455,7617.32516,8.459872334,NA,NA,63.511,NA,14380004175,4.456144471,7050.573472,7.536902611,NA,NA,64.976,NA,14901750991,11.34339697,7224.965281,5.884607071,NA,NA,66.265,NA,16250781587,4.149262255,7780.653384,4.402253092,NA,3.9,67.338,NA,14420593484,-1.697935427,6799.870178,3.062031696
"27","Brazil",NA,NA,70.116,NA,6.55421e+11,4.387949443,3749.75325,7.044141059,NA,2.5,70.462,NA,5.59372e+11,1.389896403,3156.798718,6.840359025,NA,2.6,70.813,1.012959957,5.07962e+11,3.053461858,2829.283192,8.450164377,NA,2.6,71.17,1.035449982,5.5832e+11,1.140828998,3070.910491,14.71491972,NA,2.9,71.531,1.033529997,6.69317e+11,5.759964639,3637.462389,6.5971851,NA,2.9,71.896,1.028849959,8.9163e+11,3.20213138,4790.437088,6.869537209,NA,3,72.26,NA,1.10764e+12,3.961988722,5886.463588,4.183568129,NA,3,72.618,1.043990016,1.39708e+12,6.069870608,7348.030794,3.641272991,NA,3.2,72.966,1.038730025,1.69582e+12,5.094195447,8831.023117,5.678593903,NA,3.2,73.3,1.044160008,1.66702e+12,-0.125811999,8597.915352,4.888034799,NA,NA,73.619,NA,2.20887e+12,7.52822583,11286.24302,5.038726901,NA,3.3,73.921,1.025930047,2.6162e+12,3.974425406,13245.6125,6.636449622,NA,3.3,74.209,NA,2.46519e+12,1.921150318,12370.0242,5.40349914,NA,3.5,74.483,NA,2.47281e+12,3.004846305,12300.32488,6.204310666,NA,3.6,74.745,NA,2.45599e+12,0.50395574,12112.58821,6.329040155,NA,3.6,74.994,NA,1.80221e+12,-3.545763393,8814.000987,9.029901024
"28","British Virgin Islands",NA,NA,NA,1.028069973,NA,NA,NA,NA,NA,NA,NA,1.024539948,NA,NA,NA,NA,NA,NA,NA,0.977890015,NA,NA,NA,NA,NA,NA,NA,0.996580005,NA,NA,NA,NA,NA,NA,NA,0.980189979,NA,NA,NA,NA,NA,NA,NA,1.017850041,NA,NA,NA,NA,NA,NA,NA,1.009050012,NA,NA,NA,NA,NA,NA,NA,1.034080029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015429974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972389996,NA,NA,NA,NA,NA,NA,NA,0.98585999,NA,NA,NA,NA,NA,NA,NA,0.998839974,NA,NA,NA,NA,NA,NA,NA,1.0079,NA,NA,NA,NA,NA,NA,NA,0.987879992,NA,NA,NA,NA
