"","Country.Name","SI.POV.NAHC_2000","SI.DST.FRST.20_2000","SP.DYN.LE00.IN_2000","SE.ENR.PRSC.FM.ZS_2000","NY.GDP.MKTP.CD_2000","NY.GDP.MKTP.KD.ZG_2000","NY.GDP.PCAP.CD_2000","FP.CPI.TOTL.ZG_2000","SI.POV.NAHC_2001","SI.DST.FRST.20_2001","SP.DYN.LE00.IN_2001","SE.ENR.PRSC.FM.ZS_2001","NY.GDP.MKTP.CD_2001","NY.GDP.MKTP.KD.ZG_2001","NY.GDP.PCAP.CD_2001","FP.CPI.TOTL.ZG_2001","SI.POV.NAHC_2002","SI.DST.FRST.20_2002","SP.DYN.LE00.IN_2002","SE.ENR.PRSC.FM.ZS_2002","NY.GDP.MKTP.CD_2002","NY.GDP.MKTP.KD.ZG_2002","NY.GDP.PCAP.CD_2002","FP.CPI.TOTL.ZG_2002","SI.POV.NAHC_2003","SI.DST.FRST.20_2003","SP.DYN.LE00.IN_2003","SE.ENR.PRSC.FM.ZS_2003","NY.GDP.MKTP.CD_2003","NY.GDP.MKTP.KD.ZG_2003","NY.GDP.PCAP.CD_2003","FP.CPI.TOTL.ZG_2003","SI.POV.NAHC_2004","SI.DST.FRST.20_2004","SP.DYN.LE00.IN_2004","SE.ENR.PRSC.FM.ZS_2004","NY.GDP.MKTP.CD_2004","NY.GDP.MKTP.KD.ZG_2004","NY.GDP.PCAP.CD_2004","FP.CPI.TOTL.ZG_2004","SI.POV.NAHC_2005","SI.DST.FRST.20_2005","SP.DYN.LE00.IN_2005","SE.ENR.PRSC.FM.ZS_2005","NY.GDP.MKTP.CD_2005","NY.GDP.MKTP.KD.ZG_2005","NY.GDP.PCAP.CD_2005","FP.CPI.TOTL.ZG_2005","SI.POV.NAHC_2006","SI.DST.FRST.20_2006","SP.DYN.LE00.IN_2006","SE.ENR.PRSC.FM.ZS_2006","NY.GDP.MKTP.CD_2006","NY.GDP.MKTP.KD.ZG_2006","NY.GDP.PCAP.CD_2006","FP.CPI.TOTL.ZG_2006","SI.POV.NAHC_2007","SI.DST.FRST.20_2007","SP.DYN.LE00.IN_2007","SE.ENR.PRSC.FM.ZS_2007","NY.GDP.MKTP.CD_2007","NY.GDP.MKTP.KD.ZG_2007","NY.GDP.PCAP.CD_2007","FP.CPI.TOTL.ZG_2007","SI.POV.NAHC_2008","SI.DST.FRST.20_2008","SP.DYN.LE00.IN_2008","SE.ENR.PRSC.FM.ZS_2008","NY.GDP.MKTP.CD_2008","NY.GDP.MKTP.KD.ZG_2008","NY.GDP.PCAP.CD_2008","FP.CPI.TOTL.ZG_2008","SI.POV.NAHC_2009","SI.DST.FRST.20_2009","SP.DYN.LE00.IN_2009","SE.ENR.PRSC.FM.ZS_2009","NY.GDP.MKTP.CD_2009","NY.GDP.MKTP.KD.ZG_2009","NY.GDP.PCAP.CD_2009","FP.CPI.TOTL.ZG_2009","SI.POV.NAHC_2010","SI.DST.FRST.20_2010","SP.DYN.LE00.IN_2010","SE.ENR.PRSC.FM.ZS_2010","NY.GDP.MKTP.CD_2010","NY.GDP.MKTP.KD.ZG_2010","NY.GDP.PCAP.CD_2010","FP.CPI.TOTL.ZG_2010","SI.POV.NAHC_2011","SI.DST.FRST.20_2011","SP.DYN.LE00.IN_2011","SE.ENR.PRSC.FM.ZS_2011","NY.GDP.MKTP.CD_2011","NY.GDP.MKTP.KD.ZG_2011","NY.GDP.PCAP.CD_2011","FP.CPI.TOTL.ZG_2011","SI.POV.NAHC_2012","SI.DST.FRST.20_2012","SP.DYN.LE00.IN_2012","SE.ENR.PRSC.FM.ZS_2012","NY.GDP.MKTP.CD_2012","NY.GDP.MKTP.KD.ZG_2012","NY.GDP.PCAP.CD_2012","FP.CPI.TOTL.ZG_2012","SI.POV.NAHC_2013","SI.DST.FRST.20_2013","SP.DYN.LE00.IN_2013","SE.ENR.PRSC.FM.ZS_2013","NY.GDP.MKTP.CD_2013","NY.GDP.MKTP.KD.ZG_2013","NY.GDP.PCAP.CD_2013","FP.CPI.TOTL.ZG_2013","SI.POV.NAHC_2014","SI.DST.FRST.20_2014","SP.DYN.LE00.IN_2014","SE.ENR.PRSC.FM.ZS_2014","NY.GDP.MKTP.CD_2014","NY.GDP.MKTP.KD.ZG_2014","NY.GDP.PCAP.CD_2014","FP.CPI.TOTL.ZG_2014","SI.POV.NAHC_2015","SI.DST.FRST.20_2015","SP.DYN.LE00.IN_2015","SE.ENR.PRSC.FM.ZS_2015","NY.GDP.MKTP.CD_2015","NY.GDP.MKTP.KD.ZG_2015","NY.GDP.PCAP.CD_2015","FP.CPI.TOTL.ZG_2015"
"167","Senegal",NA,NA,57.787,0.820729971,5924239701,3.198988036,604.654066,0.731981982,55.2,6.6,58.177,0.838389993,6174898370,4.580916442,615.2684717,2.974500839,NA,NA,58.675,0.851549983,6752510283,0.654803648,656.6227077,2.337301875,NA,NA,59.259,NA,8683229268,6.683228178,823.7211451,-0.051997024,NA,NA,59.912,0.895630002,10167441854,5.870772213,940.5516918,0.514781781,48.3,6.2,60.62,0.910560012,11022821632,5.622606856,993.9320411,1.711333259,NA,NA,61.365,0.927359998,11847848225,2.461570254,1040.903994,2.112285839,NA,NA,62.126,NA,14285970085,4.938485083,1222.372918,5.853304285,NA,NA,62.88,0.956560016,16949789465,4.056375727,1411.929332,7.347202366,NA,NA,63.607,NA,16248212852,2.092527084,1317.235687,-2.248021479,NA,NA,64.284,0.997370005,16230887978,3.56274539,1280.22547,1.228681197,46.7,6.1,64.898,1.050320029,17902207622,1.458388671,1373.520789,3.403228298,NA,NA,65.448,1.050099969,17824398469,5.117394237,1329.981379,1.418228712,NA,NA,65.939,1.060850024,18965572150,2.82210565,1376.069816,0.710245487,NA,NA,66.37,1.071619987,19797254643,6.613500103,1396.658225,-1.090255074,NA,NA,66.747,NA,17774766636,6.367043651,1219.248662,0.135211934
"168","Serbia",NA,NA,71.58292683,1.010769963,6875845987,6.13181309,914.7857199,71.12062879,NA,NA,72.23414634,1.011199951,12960538724,6.878774765,1727.281196,95.00522581,NA,NA,72.28536585,1.016450047,17120906918,6.380405304,2283.846685,19.49083216,NA,NA,72.43658537,1.023820043,22482365322,4.387757023,3005.426352,9.876178897,NA,NA,72.68292683,1.021000028,26141968161,9.028196928,3502.802924,11.02636272,NA,NA,72.83414634,1.021610022,27683225959,5.530347121,3720.479155,16.11998065,NA,NA,73.38536585,1.024389982,32482070360,5.107790141,4382.617279,11.724023,NA,NA,73.63170732,1.018980026,43170990616,6.439525554,5848.476405,6.391706444,NA,NA,73.88536585,1.017519951,52194221469,5.655576622,7101.040141,12.41098678,NA,NA,73.98536585,1.014330029,45162894381,-2.731751989,6169.114195,8.116950922,NA,NA,74.33658537,1.011819959,41819468692,0.731044553,5735.422857,6.142553602,NA,NA,74.53658537,1.016790032,49258136129,2.036276689,6809.159804,11.13739763,24.5,4.7,74.83658537,1.019150019,43309252921,-0.681542369,6015.945228,7.330385896,25,4.7,75.18536585,1.018419981,48394239475,2.892636734,6755.073675,7.694263629,26.7,4.3,75.33658537,1.016160011,47062206678,-1.58951032,6600.056809,2.082447939,25.9,4.4,75.28780488,1.008820057,39655958843,1.806059265,5588.980728,1.39235822
"169","Seychelles",NA,NA,72.77804878,1.05795002,614879764.8,1.514338815,7578.851053,6.268768769,NA,NA,73.25365854,1.039520025,622262057.2,-2.271162762,7663.13708,5.969622042,NA,NA,71.08780488,1.033470035,697518248.2,1.212831267,8331.261997,0.175,NA,NA,71.02926829,1.029680014,705704816,-5.887127528,8524.961236,3.302553864,NA,NA,72.66097561,1.045130014,839319927.3,-2.850453659,10176.65871,3.857303914,NA,NA,72.13170732,1.024749994,919103254.5,9.005761428,11092.51074,0.907187718,NA,NA,72.21707317,1.032989979,1016418229,9.40612788,12014.39987,-0.353465499,NA,NA,73.14390244,1.059880018,1033561654,10.42143611,12154.82994,5.320600273,NA,NA,73.16341463,1.077950001,967199594,-2.146892655,11122.86207,36.96475829,NA,NA,73.08292683,1.068760037,847397850.1,-1.105245793,9706.95606,31.75444077,NA,NA,73.19756098,1.049909949,969936525.3,5.954962469,10804.68447,-2.404638751,NA,NA,72.72439024,1.05625999,1065826670,7.887279597,12189.09516,2.559267722,NA,NA,74.27560976,1.021559954,1060226126,1.260828834,12006.68296,7.110370623,39.3,5.4,73.1195122,1.056040049,1328157609,6.018076825,14765.67398,4.338938483,NA,NA,73.22926829,1.032410026,1343007845,4.504785244,14700.33434,1.385834546,NA,NA,74.29512195,1.049280047,1377495054,4.937385619,14745.34146,4.041944107
"170","Sierra Leone",NA,NA,39.441,NA,635874002.2,6.652727885,138.6986922,NA,NA,NA,40.369,0.714550018,1090467712,-6.345455153,229.3755148,NA,NA,NA,41.376,NA,1253340520,26.4173166,252.3962103,NA,NA,6.6,42.419,NA,1385810072,9.313120969,266.4471103,NA,NA,NA,43.467,NA,1448536631,6.59794486,266.5695675,NA,NA,NA,44.502,NA,1650494367,4.505095672,292.3493252,NA,NA,NA,45.517,NA,1885112202,4.223914279,323.3891849,NA,NA,NA,46.52,NA,2158496873,8.058145152,360.3721418,11.64997445,NA,NA,47.508,NA,2505458705,5.39828521,408.4807421,8.204614927,NA,NA,48.468,NA,2453899847,3.188051216,391.2010053,7.469166667,NA,NA,49.382,NA,2578026297,5.346466052,401.8350014,7.193536131,NA,7.9,50.234,0.900740027,2942546781,6.315045036,448.3375255,6.788194444,NA,NA,51.018,0.95709002,3801862611,15.18176908,566.3786569,6.588359616,NA,NA,51.731,0.969420016,4920343195,20.71576829,716.8353047,5.51827137,NA,NA,52.372,NA,5015157816,4.556772366,714.7007124,4.645462047,NA,NA,52.941,0.979070008,4218723875,-20.59877072,588.2284527,6.693679279
"171","Singapore",NA,NA,77.95121951,NA,96074477958,9.039146751,23852.32703,1.361623924,NA,NA,78.25121951,NA,89794943350,-1.069015885,21700.02005,0.997197956,NA,NA,78.55121951,NA,92537752709,3.914609745,22159.68886,-0.391676867,NA,NA,79.03902439,NA,97645448284,4.535779654,23730.15245,0.5079053,NA,NA,79.4902439,NA,1.15035e+11,9.819591677,27608.53737,1.662727199,NA,NA,79.9902439,NA,1.27808e+11,7.359033677,29961.26328,0.425106277,NA,NA,80.14146341,NA,1.4863e+11,9.00514373,33769.15416,0.962901778,NA,NA,80.44146341,NA,1.80942e+11,9.022133014,39432.93835,2.104880036,NA,NA,80.7902439,NA,1.93612e+11,1.868245534,40007.46926,6.627781774,NA,NA,81.24146341,NA,1.94152e+11,0.120982742,38927.20688,0.596720257,NA,NA,81.54146341,NA,2.39809e+11,14.52563899,47236.96023,2.823661349,NA,NA,81.74390244,NA,2.79351e+11,6.337870814,53890.42873,5.247793398,NA,NA,81.99512195,NA,2.95087e+11,4.461608951,55546.48854,4.575602704,NA,NA,82.24634146,NA,3.07576e+11,4.837298646,56967.42579,2.358604154,NA,NA,82.49512195,NA,3.14851e+11,3.938002729,57562.53079,1.02514803,NA,NA,82.74390244,NA,3.08004e+11,2.988520676,55646.61875,-0.522618167
"172","Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.300601202,NA,NA,74.54390244,NA,NA,NA,NA,4.432457542,NA,NA,74.53658537,NA,NA,NA,NA,-0.41792902,NA,NA,75.58780488,NA,NA,NA,NA,5.957636888,NA,NA,NA,NA,NA,3.199994022,NA,1.338576217,NA,NA,NA,NA,936089385.5,4.600002996,27997.28983,4.584754357,NA,NA,73.05365854,1.01797998,985865921.8,1.39054667,28460.33262,4.015184211,NA,NA,NA,NA,1022905028,1.306727883,27942.88054,2.528647885,NA,NA,77.06829268,0.979110003,1245251397,1.580384638,33043.68838,1.886754663,NA,NA,77.2195122,NA,1253072626,0.4,32274.89055,0.330027165
"173","Slovak Republic",NA,NA,73.05121951,1.008380055,29169953013,1.166528247,5413.150621,12.0357806,NA,NA,73.40243902,1.006719947,30752150336,3.253782729,5717.21709,7.329620191,NA,NA,73.60487805,1.005470037,35130340674,4.509444001,6533.553213,3.12714223,NA,NA,73.60487805,1.001749992,46816589165,5.499082151,8712.698793,8.554143054,13.3,8.7,73.95853659,1.00601995,57332015148,5.278879991,10671.82186,7.548500882,11.6,8.7,73.90487805,1.003800035,62785305310,6.623463215,11685.75482,2.709084946,10.6,9.3,74.20487805,1.003749967,70708098106,8.493177587,13159.75944,4.483331204,10.9,9.5,74.20731707,1.004590034,86454081577,10.83202883,16085.61152,2.756723716,11,9.2,74.70487805,1.005740047,1.0047e+11,5.574886362,18677.29271,4.598179763,12,8.6,74.9097561,1.007500052,89046289247,-5.455533231,16531.67051,1.615104641,13,8.5,75.11219512,1.005720019,90310718349,5.871256109,16750.79744,0.957018133,13.2,8.7,75.95853659,1.002979994,99122802874,2.847218178,18361.56948,3.919285991,12.8,8.6,76.1097561,1.001139998,94534730681,1.896742271,17481.89544,3.606102635,12.6,8.3,76.41219512,1.007380009,98848641555,0.666535042,18260.01577,1.40047369,12.3,8.4,76.81219512,1.004830003,1.0119e+11,2.641589746,18674.34406,-0.07616533,12.7,8.5,76.56341463,1.004520059,88467555244,4.81489967,16310.98841,-0.325219777
"174","Slovenia",NA,NA,75.41219512,1.030240059,20289627637,3.67237155,10201.30354,8.911744187,NA,NA,75.75853659,1.011819959,20876309970,3.216560335,10479.75963,8.379665875,NA,NA,76.00731707,0.998780012,23489890274,3.505598057,11777.15566,7.480777707,NA,NA,76.85853659,0.992070019,29634713641,2.960260286,14849.03724,5.544164218,12.2,9.8,77.20731707,0.996640027,34414784504,4.359192778,17233.13856,3.592975942,11.6,9.9,77.61219512,0.993189991,36206395971,3.797972642,18098.90854,2.451501323,11.5,10,78.08658537,0.996219993,39481045038,5.746396901,19672.96556,2.457924442,12.3,10,78.56097561,0.993849993,48006372844,6.980160755,23787.64656,3.657495633,11.3,10.2,78.76585366,0.996190012,55552509155,3.509841517,27483.33717,5.647423806,12.7,9.8,78.97073171,0.999069989,50368056405,-7.548437791,24694.23049,0.839262247,13.6,9.7,79.42195122,0.995790005,48161250405,1.343748472,23509.54314,1.801170221,13.5,9.7,79.97073171,0.996609986,51516366655,0.861327733,25095.13229,1.802851719,14.5,9.4,80.12439024,1.001620054,46580457470,-2.639438757,22643.10025,2.59741386,14.5,9.2,80.32195122,1.005820036,48401896808,-1.029282772,23496.6025,1.769200859,14.3,9.4,81.07804878,1.005679965,49930685013,2.768158831,24214.92207,0.199343827,13.9,9.6,80.77560976,1.009690046,43090173395,2.210081607,20881.76693,-0.525552286
"175","Solomon Islands",NA,NA,67.442,0.889880002,429169368.6,-14.27513698,1040.007194,7.88956187,NA,NA,67.816,NA,424403183,-7.963378822,1001.083122,6.925837321,NA,NA,68.175,0.900829971,356507823.6,-2.796546547,818.7451166,10.92963419,NA,NA,68.518,NA,352522682.2,6.526356439,788.6113552,8.269463493,NA,NA,68.845,NA,397611126.7,6.652166032,867.1260824,6.985842027,22.7,5,69.158,0.916949987,476898763.6,5.540448674,1014.85528,7.330663416,NA,NA,69.462,0.921150029,538668769.3,4.863123994,1119.711916,11.21998702,NA,NA,69.762,0.920300007,620230005.2,4.453316953,1260.291965,7.666020135,NA,NA,70.063,NA,699157191,5.807115554,1388.980433,17.3200652,NA,NA,70.366,NA,735940409.7,2.556620814,1428.508446,7.092717169,NA,NA,70.674,0.942210019,846797693.6,8.616718602,1604.20583,1.051481633,NA,NA,70.985,0.958140016,1049952233,7.2720469,1938.894767,7.34270706,NA,NA,71.296,0.973439991,1190994127,1.860465116,2141.829226,5.912006025,12.7,7,71.601,NA,1284698922,5.331050228,2248.591321,5.391363886,NA,NA,71.896,NA,1335538893,1.051262599,2274.887866,5.165902379,NA,NA,72.173,NA,1307061544,1.415701416,2167.173826,-0.574469286
"176","Somalia",NA,NA,50.869,NA,NA,NA,NA,NA,NA,NA,51.213,NA,NA,NA,NA,NA,NA,NA,51.492,NA,NA,NA,NA,NA,NA,NA,51.762,NA,NA,NA,NA,NA,NA,NA,52.043,NA,NA,NA,NA,NA,NA,NA,52.346,NA,NA,NA,NA,NA,NA,NA,52.669,NA,NA,NA,NA,NA,NA,NA,52.998,0.537100017,NA,NA,NA,NA,NA,NA,53.326,NA,NA,NA,NA,NA,NA,NA,53.654,NA,NA,NA,NA,NA,NA,NA,53.99,NA,NA,NA,NA,NA,NA,NA,54.342,NA,NA,NA,NA,NA,NA,NA,54.713,NA,NA,NA,NA,NA,NA,NA,55.104,NA,NA,NA,NA,NA,NA,NA,55.509,NA,NA,NA,NA,NA,NA,NA,55.92,NA,NA,NA,NA,NA
"177","South Africa",NA,3.1,56.048,1.012169957,1.36361e+11,4.200003476,3032.427138,5.338951583,NA,NA,55.089,1.018540025,1.21515e+11,2.699994567,2666.47491,5.701904835,NA,NA,54.31,1.013299942,1.15482e+11,3.700382352,2502.277005,9.494706671,NA,NA,53.749,1.009029984,1.75257e+11,2.949079137,3751.282813,5.679418064,NA,NA,53.444,1.00830996,2.2859e+11,4.554552745,4833.627517,-0.692030138,66.6,2.6,53.447,1.006700039,2.57773e+11,5.277056312,5383.656543,2.062852225,NA,NA,53.795,1.004940033,2.71638e+11,5.603797657,5602.011044,3.243901675,NA,NA,54.452,1.003620028,2.99416e+11,5.360475891,6095.622439,6.17781207,62.1,2.6,55.36,1.000069976,2.8677e+11,3.191046741,5760.805287,10.05528203,NA,NA,56.46,1.001139998,2.95936e+11,-1.538089334,5862.79734,7.264562145,53.2,2.5,57.669,1.000540018,3.75349e+11,3.039730814,7328.615629,4.063538973,NA,NA,58.895,0.998080015,4.16419e+11,3.284168142,8007.412846,5.017157733,NA,NA,60.06,0.998199999,3.96333e+11,2.213354808,7501.469984,5.723943662,NA,NA,61.099,NA,3.66829e+11,2.4852005,6832.456891,5.776404135,55.5,2.4,61.968,1.016109943,3.50905e+11,1.846991604,6433.187277,6.136020151,NA,NA,62.649,0.955309987,3.17621e+11,1.193732801,5734.633629,4.509208278
"178","South Sudan",NA,NA,49.166,NA,NA,NA,NA,NA,NA,NA,49.592,NA,NA,NA,NA,NA,NA,NA,50.05,NA,NA,NA,NA,NA,NA,NA,50.55,NA,NA,NA,NA,NA,NA,NA,51.095,NA,NA,NA,NA,NA,NA,NA,51.686,NA,NA,NA,NA,NA,NA,NA,52.315,NA,NA,NA,NA,NA,NA,NA,52.96,NA,NA,NA,NA,NA,NA,NA,53.6,NA,14586253383,NA,1669.492414,NA,50.6,3.9,54.219,NA,12231264525,5.04164188,1337.882084,5.006273615,NA,NA,54.8,NA,14602072411,5.493416395,1535.708184,1.169621803,NA,NA,55.325,0.647140026,14907308933,-4.640316736,1516.403915,47.30529125,50.1,NA,55.791,NA,11931472169,-46.08212237,1179.739828,45.07825706,NA,NA,56.2,NA,18426469017,13.12973114,1779.469334,-0.039381326,55.1,NA,56.552,NA,13962212847,3.373648477,1322.820239,1.655223598,65.6,NA,56.855,0.685389996,11997800760,-10.79336463,1119.651333,52.81465207
"179","Spain",NA,7.1,78.96585366,1.034129977,5.96878e+11,5.24599468,14713.06571,3.433516755,NA,NA,79.36829268,1.03155005,6.27287e+11,3.932948843,15355.70317,3.589834949,NA,NA,79.56829268,1.034540057,7.05394e+11,2.731022232,17025.53198,3.065765372,NA,7.2,79.6195122,1.028640032,9.05492e+11,2.981894836,21463.44266,3.039233684,20.1,6.9,79.87073171,1.032070041,1.06709e+12,3.122795242,24861.2828,3.03920165,20.3,7,80.17073171,1.029659986,1.15329e+12,3.652032674,26419.29686,3.368453988,19.7,6.7,80.82195122,1.028059959,1.25934e+12,4.102727115,28365.31349,3.515374911,19.8,6.7,80.87317073,1.030709982,1.47213e+12,3.604687971,32549.97098,2.787030473,20.4,6.6,81.17560976,1.028620005,1.62522e+12,0.887145182,35366.2596,4.075660764,20.7,6.3,81.47560976,1.022050023,1.48558e+12,-3.763231927,32042.47408,-0.287996835,20.6,6.3,81.62682927,1.010599971,1.42072e+12,0.163010231,30502.71971,1.79988133,20.8,6,82.47560976,1.00387001,1.47877e+12,-0.814373455,31636.44631,3.196146412,20.4,6.1,82.42682927,1.001449943,1.32482e+12,-2.959441302,28324.42934,2.446000185,22.2,5.7,83.07804878,1.006940007,1.35476e+12,-1.435394259,29059.54795,1.408546292,22.1,5.7,83.22926829,1.007079959,1.3694e+12,1.383907943,29461.55033,-0.150870313,22.3,5.8,82.83170732,1.004529953,1.19512e+12,3.83517266,25732.01836,-0.500461321
"180","Sri Lanka",NA,NA,71.333,NA,16330814180,6.00003316,869.6965166,6.17627591,NA,NA,72.233,NA,15749753805,-1.545408134,832.8034402,14.1584558,22.7,6.8,73.085,NA,16536535647,3.964675686,867.4912137,9.55103167,NA,NA,73.799,NA,18881765437,5.940269078,982.1956459,6.314637871,NA,NA,74.337,NA,20662525941,5.445061278,1065.784437,7.57592583,NA,NA,74.695,NA,24405791045,6.241748045,1248.698185,11.6396861,15.2,6.9,74.904,NA,28279814925,7.6682919,1435.817177,10.02018361,NA,NA,75.037,NA,32350248411,6.796826119,1630.388906,15.84211149,NA,NA,75.157,NA,40713812310,5.950088145,2037.322103,22.56449553,8.9,7.7,75.286,NA,42066217872,3.538912053,2090.401826,3.464963221,NA,NA,75.439,0.997380018,56725749222,8.015967371,2799.648876,6.217648893,NA,NA,75.614,0.995890021,65292753005,8.404733021,3200.833829,6.716768436,6.7,7.1,75.796,1.018329978,68434409315,9.144572246,3350.521876,7.542913732,NA,NA,75.974,1.017470002,74317806538,3.39573265,3610.289363,6.908450348,NA,NA,76.147,NA,79356449841,4.960700592,3819.25353,3.179002282,NA,NA,76.316,NA,80604080689,5.007683305,3843.780672,3.768367831
"181","St. Kitts and Nevis",NA,NA,NA,1.091969967,421473325.2,9.984051767,9560.903867,2.148855327,NA,NA,NA,1.136630058,458643829,5.309679255,10283.0328,2.303447483,NA,NA,71.33658537,1.111559987,481077373.7,1.367715073,10650.84515,2.041091026,NA,NA,NA,1.108809948,469869869.9,-3.93339486,10270.60416,2.235436644,NA,NA,NA,1.096150041,506900000,3.996346661,10942.72823,2.314554622,NA,NA,NA,1.037109971,547203703.7,9.732820703,11679.40971,3.37781904,NA,NA,NA,NA,644411111.1,3.149788354,13614.41512,8.487485758,NA,NA,NA,0.979369998,689285185.2,0.600605778,14429.55024,4.480886086,NA,NA,NA,1.000210047,751233333.3,6.121597843,15592.87088,5.300296751,NA,NA,NA,1.005810022,747862963,-4.047892071,15388.44344,2.05793709,NA,NA,NA,0.961899996,760170370.4,-0.609318192,15510.19915,0.85087865,NA,NA,NA,0.988889992,817759259.3,1.828435302,16539.76901,5.835165196,NA,NA,NA,0.986859977,800414814.8,-2.228012307,16046.48694,0.816089282,NA,NA,NA,1.052829981,839774074.1,5.383690734,16686.02118,1.10698554,NA,NA,NA,0.979680002,916566666.7,6.284804235,18051.17903,0.247865392,NA,NA,NA,0.992730021,923155555.6,1.033704225,18028.97343,-2.30187563
"182","St. Lucia",NA,NA,73.319,1.064210057,932592592.6,0.048748554,5950.351196,3.710786087,NA,NA,73.486,1.042430043,892592592.6,-3.408063962,5642.92727,5.30722081,NA,NA,73.648,1.061050057,9e+08,0.416450493,5646.456535,-0.255536627,NA,NA,73.808,1.033810019,987407407.4,4.264611487,6150.921369,1.034253724,NA,NA,73.966,0.952979982,1066666667,7.26740887,6591.849178,1.460368144,NA,NA,74.122,1.029199958,1135555556,-0.410304726,6948.821454,3.898273708,NA,NA,74.276,1.005509973,1268319185,6.195257291,7669.074351,2.395620825,NA,NA,74.426,1.012490034,1336088815,1.691618574,7970.035701,2.823103737,NA,NA,74.571,NA,1437731111,4.94932194,8456.694632,5.549547694,NA,NA,74.712,NA,1401507889,-2.828899548,8137.845494,-0.156936087,NA,NA,74.852,NA,1486758037,1.603862385,8540.414378,3.250344092,NA,NA,74.993,NA,1576988407,5.483411333,8983.436673,2.769407941,NA,NA,75.138,NA,1605146778,-0.19985174,9086.799462,4.177635871,NA,NA,75.286,NA,1664816741,-3.174377604,9378.562363,1.472018389,NA,NA,75.44,NA,1755130815,1.758665901,9843.915819,3.518478182,NA,NA,75.596,0.977559984,1808079889,-1.360484662,10093.89976,-0.984309204
"183","St. Martin (French part)",NA,NA,76.97073171,NA,NA,NA,NA,NA,NA,NA,77.17073171,NA,NA,NA,NA,NA,NA,NA,77.37073171,NA,NA,NA,NA,NA,NA,NA,77.57073171,NA,NA,NA,NA,NA,NA,NA,77.72195122,NA,NA,NA,NA,NA,NA,NA,77.87073171,NA,NA,NA,NA,NA,NA,NA,78.07073171,NA,NA,NA,NA,NA,NA,NA,78.22195122,NA,NA,NA,NA,NA,NA,NA,78.37073171,NA,NA,NA,NA,NA,NA,NA,78.57073171,NA,NA,NA,NA,NA,NA,NA,78.72195122,NA,NA,NA,NA,NA,NA,NA,78.87073171,NA,NA,NA,NA,NA,NA,NA,79.02195122,NA,NA,NA,NA,NA,NA,NA,79.17073171,NA,NA,NA,NA,NA,NA,NA,79.32195122,NA,NA,NA,NA,NA,NA,NA,79.47073171,NA,NA,NA,NA,NA
"184","St. Vincent and the Grenadines",NA,NA,70.809,1.062759995,396261370.4,1.639178881,3676.439642,0.167679637,NA,NA,70.882,1.022340059,430039296.3,1.709263603,3985.683402,0.900858486,NA,NA,70.977,1.009279966,461883444.4,6.321647576,4272.860898,1.85550399,NA,NA,71.087,1.008630037,481806296.3,7.689791237,4447.743813,0.205981709,NA,NA,71.208,0.99883002,521975111.1,4.15628429,4810.298503,2.960039467,NA,NA,71.331,1.013560057,550728666.7,2.488004855,5070.512702,3.733429165,NA,NA,71.449,NA,610930037,7.688360969,5625.35139,2.740675161,NA,NA,71.554,1.023560047,684446259.3,3.342560091,6307.214096,7.236147016,NA,NA,71.643,1.009829998,695428851.9,1.584471793,6415.809617,10.06624182,NA,NA,71.716,0.994780004,674922481.5,-2.099061259,6232.719361,0.421539126,NA,NA,71.776,0.991900027,681225925.9,-3.35343741,6292.789487,0.747109026,NA,NA,71.827,0.977079988,676129629.6,-0.419296168,6242.195332,3.186031116,NA,NA,71.879,0.985759974,692933333.3,1.382087412,6390.310632,2.598444141,NA,NA,71.939,0.974259973,721207407.4,1.832976653,6639.607146,0.805127804,NA,NA,72.01,0.992709994,727714814.8,1.21403892,6684.807367,0.193858561,NA,NA,72.095,0.997340024,755400000,1.330275498,6920.878074,-1.73361195
"185","Sudan",NA,NA,58.472,NA,12257418326,6.345867769,366.1728076,8.033055445,NA,NA,58.859,0.836049974,13182979784,6.500360421,383.0159987,4.871466645,NA,NA,59.258,0.875729978,14803189093,6.427273901,418.2518413,8.33381706,NA,NA,59.67,0.874180019,17646503525,7.734591717,484.8447351,7.710690832,NA,NA,60.092,0.875590026,21457470203,3.883307291,573.3069261,8.418006386,NA,NA,60.525,0.891969979,26524538566,7.489738142,689.209557,8.516734349,NA,NA,60.969,0.888979971,35822408612,10.064308,905.3097449,7.196736744,NA,NA,61.422,0.859740019,45898948564,11.52191003,1128.41035,7.976023489,NA,NA,61.879,0.876590014,54526580232,7.801963334,1304.533051,14.30651248,46.5,6.8,62.33,0.883520007,49957202646,3.241847572,1163.796952,11.24854637,NA,NA,62.764,0.887639999,58167563413,3.469317028,1401.477474,13.24539414,NA,NA,63.171,0.893079996,57060450038,-1.967695859,1437.773295,18.09661712,NA,NA,63.542,0.895709991,52766746152,0.5215551,1457.894582,35.55905741,NA,NA,63.875,0.910600007,57730380600,4.394695833,1557.22831,36.52234491,NA,7.8,64.169,0.918290019,64941713057,2.679425668,1709.999605,36.90664279,NA,NA,64.429,0.934849977,74294508240,4.906041879,1909.738755,16.90945571
